[17, 5, 1, 6, 22, 11, 14, 1, 20, 3, x, 7, 23, 11, 20, 4, 15, 15, 15, 21, 21, 14, 4, 3, 25, 4, 22, 5, 7, 5, 23, 23, 7, 24, 26, 21, 26, 25, 4, 11, 16, 9, 11, 9, 6, 23, 18, 13, 11, 25, 0, 1, 7, 15, 14, 1, 13, 21, 23, 4, 9, 2, 5, 1, 9, 25, 17, 6, 23]
[11, 8, 1, 20, 7, 17, 8, 9, 22, 18, 10, x, 24, 12, 12, 10, 8, 4, 21, 16, 0, 26, 26, 15, 5, 11, 24, 20, 2, 5, 5, 15, 12, 2, 14, 26, 7, 13, 14, 20, 8, 16, 16, 17, 11, 5, 7, 23, 21, 7, 20, 20, 10, 7, 4, 5, 24, 22, 25, 11, 17, 12, 12, 9, 14, 6, 22, 1, 19]
[8, 23, 25, 2, 14, 11, 19, 10, 24, 17, 16, 0, x, 14, 6, 1, 20, 7, 24, 1, 16, 7, 15, 10, 1, 12, 15, 4, 23, 10, 24, 11, 4, 21, 22, 4, 3, 21, 18, 15, 11, 6, 11, 9, 19, 0, 20, 6, 19, 10, 8, 8, 23, 6, 25, 4, 26, 8, 7, 26, 8, 25, 18, 20, 11, 25, 4, 4, 18]
[9, 12, 1, 11, 8, 4, 24, 1, 14, 17, 21, 25, 3, x, 21, 13, 15, 23, 5, 20, 2, 3, 13, 21, 2, 15, 12, 21, 16, 23, 7, 12, 2, 22, 14, 11, 20, 7, 0, 4, 1, 12, 7, 7, 24, 13, 11, 14, 15, 4, 6, 3, 23, 18, 26, 2, 6, 15, 15, 7, 3, 8, 5, 9, 12, 17, 23, 19, 26]
[23, 19, 8, 12, 15, 3, 14, 6, 21, 23, 2, 11, 9, 24, x, 15, 4, 25, 12, 7, 18, 12, 23, 14, 4, 9, 18, 3, 18, 8, 22, 12, 23, 20, 3, 2, 10, 0, 1, 23, 6, 14, 16, 15, 20, 18, 11, 6, 10, 0, 9, 2, 7, 18, 24, 9, 8, 23, 19, 21, 21, 7, 24, 8, 17, 20, 25, 22, 14]
[19, 23, 26, 13, 4, 5, 0, 16, 23, 18, 13, 20, 8, 22, 4, x, 22, 18, 14, 23, 26, 10, 16, 14, 14, 15, 26, 9, 18, 7, 23, 8, 16, 1, 23, 7, 10, 7, 20, 11, 19, 1, 0, 2, 10, 0, 5, 0, 24, 17, 7, 0, 8, 8, 17, 3, 26, 6, 25, 24, 21, 0, 3, 0, 0, 16, 10, 26, 25]
[7, 24, 26, 10, 9, 15, 17, 15, 8, 6, 14, 2, 14, 10, 22, 12, x, 21, 15, 5, 0, 8, 14, 1, 24, 2, 18, 15, 24, 24, 4, 19, 11, 2, 13, 2, 4, 10, 19, 9, 17, 3, 18, 21, 20, 10, 22, 25, 23, 10, 3, 8, 7, 0, 15, 23, 21, 21, 26, 5, 12, 9, 20, 23, 7, 20, 7, 22, 4]
[9, 25, 15, 1, 20, 15, 21, 0, 24, 6, 13, 1, 26, 11, 14, 23, 2, x, 2, 22, 0, 23, 4, 9, 21, 22, 11, 13, 10, 1, 16, 17, 2, 25, 5, 23, 6, 11, 13, 3, 1, 15, 22, 23, 11, 24, 19, 26, 8, 6, 21, 0, 1, 23, 10, 2, 6, 19, 15, 21, 25, 21, 15, 19, 4, 26, 9, 15, 12]
[3, 15, 16, 22, 23, 21, 12, 9, 6, 4, 5, 9, 24, 6, 20, 17, 7, 6, x, 8, 18, 0, 8, 26, 25, 22, 16, 5, 9, 23, 22, 2, 18, 26, 8, 5, 10, 11, 0, 4, 6, 18, 23, 11, 15, 9, 13, 12, 25, 16, 23, 4, 5, 23, 6, 0, 0, 20, 9, 6, 5, 20, 4, 16, 5, 1, 10, 6, 17]
[17, 25, 18, 10, 13, 11, 19, 2, 24, 1, 0, 1, 6, 16, 14, 14, 26, 10, 20, x, 22, 8, 21, 20, 12, 0, 18, 0, 8, 5, 7, 13, 6, 20, 18, 23, 9, 1, 21, 17, 26, 15, 15, 0, 8, 13, 2, 0, 11, 10, 18, 11, 25, 4, 23, 9, 7, 2, 11, 11, 1, 20, 2, 15, 9, 12, 23, 21, 19]
[25, 6, 3, 20, 6, 3, 6, 25, 23, 21, 3, 20, 18, 17, 21, 5, 10, 21, 20, 0, x, 6, 24, 4, 7, 24, 5, 11, 20, 14, 22, 4, 4, 0, 16, 2, 23, 7, 24, 14, 2, 17, 20, 16, 3, 6, 11, 5, 22, 24, 4, 18, 14, 9, 4, 14, 9, 21, 3, 26, 17, 24, 8, 6, 7, 24, 26, 20, 20]
[13, 15, 3, 21, 26, 17, 6, 17, 23, 15, 14, 18, 17, 23, 26, 13, 7, 17, 16, 25, 26, x, 7, 20, 2, 22, 26, 1, 15, 20, 9, 1, 18, 7, 5, 12, 26, 5, 25, 2, 8, 22, 14, 18, 19, 16, 2, 16, 22, 1, 21, 1, 5, 17, 23, 12, 26, 22, 5, 15, 19, 26, 17, 10, 9, 16, 1, 19, 9]
[7, 13, 2, 19, 20, 26, 5, 21, 11, 10, 12, 3, 12, 0, 23, 8, 19, 11, 8, 2, 8, 6, x, 4, 12, 20, 20, 26, 21, 3, 24, 23, 8, 19, 18, 22, 26, 8, 3, 20, 0, 21, 26, 23, 3, 7, 9, 10, 0, 21, 11, 3, 14, 1, 21, 19, 12, 2, 2, 0, 3, 13, 1, 22, 14, 15, 12, 4, 8]
